artist1 id,artist1 name,artist2 id,artist1 name,common_neighbors_count
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,7juKTDFlPesGeWQ1GmjmOv,Silentó,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,657xkMQUyPIa9vA7fycV5j,Amara,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,37FdqVghuUfUkt1fGmI6G3,Nomad Digital,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,7iTslOnVeIN6ePQ60vAoUU,Beachbraaten,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,3T2TVhDGiaHoBpya3gCZud,Morten Ramm,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,3YP7MBWoSfkTwq0pOMj651,Den BB,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,1hNV45JXomKPKDp1Fsp9vl,D'Dorian,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,7AcP4KykunhHlAFvWccOO1,Redd Daniel,1
59BtTuVzpE3r7WiZ96x30V,Adrian C,4YaUbZmPC6MY6Rl1rBTDuR,Linni Meister,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,6KCxe5mJlHDJlKEXbNFLsP,Roxen,1
59BtTuVzpE3r7WiZ96x30V,Adrian C,05XcYmdt6oIP0URKWYnyWk,Halva Priset,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,2HEAdsUVqQO9KqF1wKmHOO,Lothepus,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,32PuiyarMHhJbXuuP7I0KQ,Martha Knapp,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,1Zaa785WpHGFhn5VXOxBuQ,Simen Agdestein,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,519zYqI4IpOzms9mkf2zSD,Jarl Carlsson,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,70s3IS6gQEe8f9l08yYdpJ,KVR,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,5h9tiTx6BP5l5ZCrI7cUYh,Ulrikke,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,3N4FiTxpPQRsrihmTMN349,Marcus & Martinus,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,5Wa8Nz7YqxRwUmeS8b5Ghj,Torgeir & Kjendisene,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,3EaDukxGx5viO0MTLW1a5X,Morgan Sulele,0
